time,magnitude
-6.283185307179586,1.3543538687559384
-6.270606357615663,0.9570933327472735
-6.25802740805174,0.39873243507856754
-6.245448458487817,-0.22791347750422003
-6.232869508923894,-0.815450306812943
-6.220290559359971,-1.2648361841320361
-6.207711609796048,-1.5064760944778288
-6.195132660232124,-1.5148436591098524
-6.182553710668201,-1.3134214815577987
-6.169974761104278,-0.968887022321243
-6.157395811540355,-0.5758429121526545
-6.144816861976432,-0.2354755000108789
-6.132237912412509,-0.032863178786206926
-6.119658962848586,-0.01795145933352993
-6.107080013284663,-0.19439973508314934
-6.09450106372074,-0.5187644774536144
-6.081922114156817,-0.9101993576850629
-6.069343164592894,-1.2685287055002155
-6.056764215028971,-1.4966997839946612
-6.044185265465048,-1.5226501525814458
-6.031606315901124,-1.3157528773330693
-6.019027366337201,-0.8941966800828816
-6.006448416773278,-0.3216567662302799
-5.993869467209355,0.3060260104642957
-5.981290517645432,0.8812360287998232
-5.968711568081509,1.307562588303513
-5.956132618517586,1.520316069092961
-5.943553668953663,1.500071688327985
-5.93097471938974,1.276270061710407
-5.918395769825817,0.9200970519212365
-5.905816820261894,0.5282298286706243
-5.893237870697971,0.20104989069906976
-5.880658921134048,0.02014261202535128
-5.868079971570124,0.030057742208547733
-5.855501022006201,0.2283620992408376
-5.842922072442278,0.5661826737177422
-5.830343122878355,0.9591201303788871
-5.817764173314432,1.3061209510989347
-5.805185223750509,1.5121370685782418
-5.792606274186586,1.5095631594172267
-5.7800273246226626,1.2737089630985738
-5.7674483750587395,0.8288781638713438
-5.7548694254948165,0.24369653870192315
-5.7422904759308935,-0.3832968160630609
-5.72971152636697,-0.9446335727152836
-5.717132576803047,-1.3468634742626124
-5.7045536272391235,-1.530419659513191
-5.6919746776752005,-1.4820367105200691
-5.6793957281112775,-1.2369989503435135
-5.666816778547354,-0.8707397371395706
-5.654237828983431,-0.4816610663221682
-5.641658879419508,-0.16897842477552438
-5.629079929855585,-0.010491401448372573
-5.616500980291662,-0.04519431860989431
-5.603922030727739,-0.26457013626943227
-5.591343081163816,-0.6144915387809926
-5.578764131599893,-1.0073091053938075
-5.566185182035969,-1.3414551870986264
-5.553606232472047,-1.5242304870628822
-5.541027282908123,-1.492735160431766
-5.5284483333442,-1.2283132119466136
-5.515869383780277,-0.7613083244001407
-5.503290434216354,-0.16506559865352982
-5.490711484652431,0.4595144121557697
-5.478132535088508,1.0054789704990716
-5.465553585524585,1.3826570917742997
-5.452974635960662,1.5368039687105104
-5.440395686396739,1.460849612580058
-5.427816736832816,1.1957871953811847
-5.415237787268893,0.8210217940213851
-5.402658837704969,0.4363246073960142
-5.390079888141047,0.1393883001498869
-5.377500938577123,0.0039475557256575255
-5.3649219890132,0.06330152604047456
-5.352343039449277,0.3028798277785729
-5.339764089885354,0.6634948685029257
-5.327185140321431,1.0545618083717319
-5.314606190757508,1.374364622500327
-5.302027241193585,1.5328887609888424
-5.289448291629662,1.4721717202849454
-5.276869342065739,1.1796681264718702
-5.264290392501816,0.6916654073365349
-5.251711442937893,0.08598009234789158
-5.239132493373969,-0.5344709275427831
-5.226553543810047,-1.0636169820936432
-5.213974594246123,-1.4148736170692011
-5.2013956446822,-1.5394986046262473
-5.188816695118277,-1.436631621463967
-5.176237745554354,-1.1528197580948951
-5.163658795990431,-0.7711501437104367
-5.151079846426508,-0.39240291201543365
-5.138500896862585,-0.11239671234719362
-5.125921947298662,-0.0005368381035194547
-5.113342997734739,-0.08430794637474748
-5.100764048170816,-0.34313851415056296
-5.088185098606893,-0.7129928682974124
-5.075606149042969,-1.1006760453611777
-5.063027199479047,-1.4046901396487321
-5.050448249915123,-1.5380320071167812
-5.0378693003512,-1.4478910247683816
-5.025290350787277,-1.127887285822369
-5.012711401223354,-0.6201347563754271
-5.0001324516594305,-0.006657725045261129
-4.9875535020955075,0.6079628138695407
-4.9749745525315845,1.118901621622359
-4.9623956029676615,1.4434553777557861
-4.949816653403738,1.5385455547284779
-4.937237703839815,1.4095138565809957
-4.924658754275892,1.108286842558947
-4.9120798047119685,0.7213311673321978
-4.899500855148046,0.3500722631908678
-4.886921905584122,0.08811043448578404
-4.874342956020199,0.00027267412462328444
-4.861764006456276,0.10813066171244234
-4.849185056892353,0.3851854419911668
-4.83660610732843,0.7627828711957844
-4.824027157764507,1.1454526327662067
-4.811448208200584,1.4322808746333158
-4.798869258636661,1.539592039778217
-4.786290309072738,1.419923837903362
-4.773711359508814,1.0730949664866414
-4.761132409944892,0.5469081808407439
-4.748553460380968,-0.07268298560390192
-4.735974510817046,-0.679791542269575
-4.723395561253122,-1.171196650918541
-4.710816611689199,-1.4683570348927504
-4.698237662125276,-1.5339990169886955
-4.685658712561353,-1.37963684747371
-4.67307976299743,-1.0623832069180548
-4.660500813433507,-0.6717699632164784
-4.647921863869584,-0.30950213421264616
-4.635342914305661,-0.06662543465455717
-4.622763964741738,-0.0031561035408407268
-4.610185015177814,-0.1346755514526934
-4.597606065613892,-0.4288523407193622
-4.585027116049968,-0.8126600665261525
-4.572448166486046,-1.1886961170340635
-4.559869216922122,-1.4569947688056528
-4.547290267358199,-1.5375126320860364
-4.534711317794276,-1.3883134147141214
-4.522132368230353,-1.0154257253481522
-4.50955341866643,-0.4721833004695025
-4.496974469102507,0.15182345903343492
-4.484395519538584,0.7497642822935412
-4.471816569974661,1.2203760386665006
-4.459237620410738,1.4895457215849586
-4.446658670846814,1.5259251878840345
-4.434079721282892,1.3471500185039822
-4.421500771718968,1.015307458913669
-4.408921822155045,0.6226696090956558
-4.396342872591122,0.27085458062870316
-4.383763923027199,0.04802653204651386
-4.371184973463276,0.009175776589138485
-4.358606023899353,0.16383762953502712
-4.34602707433543,0.47396402625189893
-4.333448124771507,0.862418236622999
-4.320869175207584,1.2302154815262807
-4.308290225643661,1.4786990894529697
-4.295711276079738,1.5317497350714502
-4.283132326515814,1.35311536997713
-4.2705533769518915,0.9550239464753648
-4.257974427387968,0.3961628696918361
-4.2453954778240455,-0.23054580145849546
-4.232816528260122,-0.8176945607279027
-4.2202375786961985,-1.2663243835369
-4.2076586291322755,-1.5070011376213204
-4.1950796795683525,-1.5144020081844223
-4.1825007300044295,-1.312211142376022
-4.169921780440506,-0.9672613381690651
-4.157342830876583,-0.5742304318971879
-4.1447638813126595,-0.2342836589633811
